Employee ID,Name,Email ID,Designation,Phone Number,Address,Education,Skills,YoE,Gender
E1060,Robin Reeves,robinree46@example.net,ML Engineer,2295217970,Port Shannonville,,"GenAI, Java, SQL, AI",,Non-binary
E1061,Meghan Bradford,meghanbr91@example.org,ML Engineer,6023515850,Lake James,MCA,"Java, Python",20,Male
E1062,Lisa Smith,contain,ML Engineer,5224413395,Lake David,MBA,"Java, NLP, AI",11,Female
E1063,Mark Blackwell,markblac69@example.com,Data Scientist,7191898664,Walkerbury,B.Tech,"GenAI, Cloud",7,Female
E1064,Alex Rivera,,ML Engineer,0570237718,Lake David,M.Tech,SQL,19,Non-binary
E1065,Joseph Barr,josephba28@example.com,,7323964402,Ericaport,MCA,"Cloud, GenAI",,Prefer not to say
E1066,Jane Smith,janesmit66@example.net,AI Intern,2385202320,Lake James,MCA,SQL,24,Female
E1067,,vanessap73@example.com,Data Scientist,8290755154,Port Shannonville,M.Tech,"Java, AI, Cloud, GenAI",2,Female
E1068,Joseph Barr,capital,Software Engineer,3226227777,Hernandezfort,M.Tech,GenAI,1,Prefer not to say
E1069,Vanessa Palmer,capital,Data Scientist,5036059529,Lake David,M.Tech,"SQL, NLP, Java",9,Male
E1070,Stanley Rogers,stanleyr65@example.net,Software Engineer,6762590620,Ryanfort,M.Tech,"AI, GenAI, ML, Cloud",12,Non-binary
E1071,Ashley Murphy,ashleymu50@example.com,,3183997984,Lake James,MCA,"Java, ML, NLP, GenAI",0,Non-binary
E1072,Eric Little,ericlitt65@example.net,AI Intern,3946121289,Lake James,,NLP,10,Female
,Meghan Bradford,meghanbr67@example.net,,2239847422,Port Shannonville,MBA,,4,Female
E1074,John Doe,noemail,Data Analyst,4168061349,Port Shannonville,MBA,"Python, NLP, ML",8,Prefer not to say
ERR_ID,Mark Blackwell,markblac89@example.net,Data Analyst,6383097236,Lake James,B.Sc,Cloud,,Male
E1076,Mark Blackwell,markblac67@example.com,Data Analyst,4578655575,Lake James,M.Tech,"Python, AI, Cloud",Five,
E1077,Mark Blackwell,markblac77@example.org,Software Engineer,5166545122,Lake David,MCA,,9,Male
E1078,Eric Little,ericlitt78@example.net,Data Scientist,3570170363,Ryanfort,B.Tech,"ML, SQL, GenAI",5,Male
E1079,Mark Blackwell,markblac78@example.org,Data Scientist,4134909619,Mendezbury,B.Tech,"Python, SQL, Cloud, NLP",3,Female
E1080,Alex Rivera,military,Data Scientist,5674809573,Lake David,,NLP,17,Male
E1081,12345_Invalid,12345_in42@example.net,AI Intern,0315892584,Ryanfort,MBA,"ML, SQL",Five,Prefer not to say
E1082,Stanley Rogers,stanleyr56@example.com,Software Engineer,1418648230,Ericaport,B.Tech,"GenAI, NLP, ML",18,Prefer not to say
E1083,,,,8694276748,Hernandezfort,B.Sc,"AI, NLP, Java, Python",6,Male
E1084,Christopher Ferguson,christop21@example.net,Data Analyst,,Ryanfort,MBA,"AI, SQL",20,Prefer not to say
E1085,Alex Rivera,alexrive29@example.org,AI Intern,9006548708,Lake David,MBA,"NLP, Python, Cloud, Java",15,Non-binary
,Jane Smith,janesmit79@example.com,Data Analyst,7378159157,Ryanfort,B.Tech,"NLP, ML, GenAI",,Prefer not to say
E1087,Eric Little,ericlitt66@example.net,AI Intern,2076123961,Ericaport,B.Sc,NLP,25,Male
E1088,Jane Smith,janesmit92@example.net,,1820706690,Lake James,B.Sc,"Cloud, SQL, AI, GenAI",17,
E1089,Christopher Ferguson,christop94@example.net,Data Analyst,0350675789,Walkerbury,B.Tech,"AI, Cloud",25,Prefer not to say
E1090,Lisa Smith,lisasmit94@example.org,Data Scientist,,Hernandezfort,B.Tech,"ML, Cloud, Java",17,Female
E1091,Ashley Murphy,ashleymu71@example.org,,1235036871,Port Shannonville,,"SQL, NLP, Java, ML",14,Prefer not to say
E1092,Kenneth Zimmerman,kennethz90@example.net,Software Engineer,4467940366,Lake David,B.Sc,GenAI,10,Prefer not to say
E1093,Stanley Rogers,,Data Analyst,5729273186,Hernandezfort,,Cloud,17,Non-binary
E1094,Vanessa Palmer,,AI Intern,6518548396,Walkerbury,B.Sc,"AI, Cloud, GenAI, Python",12,Female
E1095,Robin Reeves,robinree79@example.net,,N/A,Mendezbury,MCA,GenAI,,Male
E1096,Kristy Anderson,kristyan61@example.com,Data Analyst,staff,Lake James,M.Tech,"ML, NLP, AI",22,Non-binary
E1097,Eric Little,ericlitt46@example.org,,9286433026,Port Shannonville,,GenAI,17,Female
E1098,Thomas Sutton,thomassu58@example.net,ML Engineer,1025634202,Ericaport,M.Tech,"ML, Python",,Female
E1099,Stacey Huber,staceyhu72@example.net,Data Analyst,1779152446,Lake James,MCA,"Java, ML, SQL",11,Male
